delivery_id,order_id,delivery_partner,distance,delivery_status
D000789,O000789,,9,Delivered
D000790,O000790,Kiran,18,Cancelled
D000791,O000791,Ravi,-2,delivered
D000792,O000792,,18,
D000793,O000793,Amit,-3,Cancelled
D000794,O000794,,5,Cancelled
D000795,O000795,Ravi,16,delivered
D000796,O000796,Kiran,14,delivered
D000797,O000797,Ravi,14,delivered
D000798,O000798,John,-4,delivered
D000799,O000799,Ravi,5,
D000800,O000800,Ravi,-2,delivered
D000801,O000801,Ravi,11,
D000802,O000802,Amit,11,delivered
D000803,O000803,Amit,15,
D000804,O000804,Ravi,11,
D000805,O000805,John,7,delivered
D000806,O000806,John,7,Delivered
D000807,O000807,,13,
D000808,O000808,Ravi,-3,
D000809,O000809,,4,Delivered
D000810,O000810,Kiran,10,
D000811,O000811,John,14,Cancelled
D000812,O000812,Kiran,-5,Cancelled
D000813,O000813,Kiran,17,Delivered
D000814,O000814,Ravi,14,Delivered
D000815,O000815,John,17,delivered
D000816,O000816,,-1,
D000817,O000817,Kiran,-5,Cancelled
D000818,O000818,Ravi,10,Delivered
D000819,O000819,Amit,5,delivered
D000820,O000820,John,-2,Delivered
D000821,O000821,Amit,-1,Cancelled
D000822,O000822,,10,Delivered
D000823,O000823,,6,Delivered
D000824,O000824,,6,
D000825,O000825,John,-2,Cancelled
D000826,O000826,Kiran,17,
D000827,O000827,Ravi,11,Delivered
D000828,O000828,Kiran,3,Cancelled
D000829,O000829,John,0,delivered
D000830,O000830,Amit,2,
D000831,O000831,Ravi,2,
D000832,O000832,,19,delivered
D000833,O000833,Amit,15,Delivered
D000834,O000834,Kiran,2,delivered
D000835,O000835,Ravi,2,Cancelled
D000836,O000836,,9,
D000837,O000837,Ravi,8,Cancelled
D000838,O000838,Kiran,0,Delivered
D000839,O000839,John,4,delivered
D000840,O000840,Kiran,2,Cancelled
D000841,O000841,John,15,
D000842,O000842,,4,Cancelled
D000843,O000843,Kiran,2,
D000844,O000844,Kiran,-3,Delivered
D000845,O000845,Kiran,-2,delivered
D000846,O000846,Kiran,5,Cancelled
D000847,O000847,John,7,Delivered
D000848,O000848,John,-3,Delivered
D000849,O000849,Amit,15,Cancelled
D000850,O000850,,15,Cancelled
D000851,O000851,,-1,
D000852,O000852,John,6,Delivered
D000853,O000853,Amit,6,delivered
D000854,O000854,Amit,12,Delivered
D000855,O000855,Kiran,19,delivered
D000856,O000856,Amit,17,Cancelled
D000857,O000857,,6,
D000858,O000858,Ravi,18,
D000859,O000859,John,12,Cancelled
D000860,O000860,Kiran,4,
D000861,O000861,Amit,1,Cancelled
D000862,O000862,John,-3,
D000863,O000863,John,-1,Delivered
D000864,O000864,John,17,
D000865,O000865,,6,delivered
D000866,O000866,Kiran,8,Delivered
D000867,O000867,Ravi,7,
D000868,O000868,Kiran,3,Delivered
D000869,O000869,Amit,4,Delivered
D000870,O000870,Kiran,-5,delivered
D000871,O000871,,0,delivered
D000872,O000872,Ravi,0,Cancelled
D000873,O000873,Kiran,-4,Delivered
D000874,O000874,Amit,10,
D000875,O000875,Kiran,19,delivered
D000876,O000876,,-1,Delivered
D000877,O000877,John,8,Cancelled
D000878,O000878,,10,Cancelled
D000879,O000879,,3,Delivered
D000880,O000880,,5,Cancelled
D000881,O000881,Ravi,10,
D000882,O000882,Kiran,14,
D000883,O000883,Amit,6,
D000884,O000884,John,9,
D000885,O000885,John,15,delivered
D000886,O000886,Ravi,-1,
D000887,O000887,Amit,15,delivered
D000888,O000888,John,19,delivered
D000889,O000889,Amit,11,delivered
D000890,O000890,Amit,2,Cancelled
D000891,O000891,Kiran,17,delivered
D000892,O000892,Ravi,-5,Cancelled
D000893,O000893,,-4,
D000894,O000894,,-5,Cancelled
D000895,O000895,John,14,Delivered
D000896,O000896,John,3,Cancelled
D000897,O000897,Ravi,-5,Delivered
D000898,O000898,Kiran,-3,Cancelled
D000899,O000899,John,10,delivered
D000900,O000900,John,5,Delivered
D000901,O000901,Amit,1,Cancelled
D000902,O000902,Ravi,14,
D000903,O000903,,7,Cancelled
D000904,O000904,Ravi,0,Delivered
D000905,O000905,,17,
D000906,O000906,Amit,6,Delivered
D000907,O000907,Kiran,0,delivered
D000908,O000908,,18,delivered
D000909,O000909,Amit,-4,Cancelled
D000910,O000910,Kiran,-5,Cancelled
D000911,O000911,Amit,1,Cancelled
D000912,O000912,Kiran,13,Cancelled
D000913,O000913,John,8,Delivered
D000914,O000914,Kiran,-2,Delivered
D000915,O000915,,10,Cancelled
D000916,O000916,Kiran,8,Cancelled
D000917,O000917,Ravi,17,delivered
D000918,O000918,Kiran,12,Cancelled
D000919,O000919,Amit,1,delivered
D000920,O000920,,-2,delivered
D000921,O000921,John,19,Cancelled
D000922,O000922,John,-5,Delivered
D000923,O000923,Amit,13,delivered
D000924,O000924,John,18,delivered
D000925,O000925,,17,Cancelled
D000926,O000926,Amit,12,Delivered
D000927,O000927,,15,
D000928,O000928,John,1,delivered
D000929,O000929,John,15,Cancelled
D000930,O000930,Ravi,10,Delivered
D000931,O000931,Amit,11,Delivered
D000932,O000932,Kiran,15,Delivered
D000933,O000933,Amit,13,delivered
D000934,O000934,,-5,
D000935,O000935,John,10,Delivered
D000936,O000936,Ravi,14,delivered
D000937,O000937,Amit,1,Cancelled
D000938,O000938,,1,Delivered
D000939,O000939,Ravi,9,delivered
D000940,O000940,Ravi,-4,
D000941,O000941,Ravi,7,Delivered
D000942,O000942,John,-4,
D000943,O000943,,11,delivered
D000944,O000944,Ravi,-4,Cancelled
D000945,O000945,John,9,delivered
D000946,O000946,John,8,
D000947,O000947,John,19,
D000948,O000948,Amit,10,Cancelled
D000949,O000949,John,5,Delivered
D000950,O000950,,6,delivered
D000951,O000951,Kiran,3,Cancelled
D000952,O000952,Amit,1,Delivered
D000953,O000953,Ravi,5,Cancelled
D000954,O000954,John,13,
D000955,O000955,Amit,18,Delivered
D000956,O000956,Amit,-2,Cancelled
D000957,O000957,,-1,delivered
D000958,O000958,Ravi,15,Cancelled
D000959,O000959,Kiran,-4,Delivered
D000960,O000960,Kiran,10,Cancelled
D000961,O000961,Amit,3,Cancelled
D000962,O000962,Amit,9,delivered
D000963,O000963,Ravi,16,Delivered
D000964,O000964,Amit,8,Delivered
D000965,O000965,John,10,
D000966,O000966,Kiran,0,Cancelled
D000967,O000967,John,-5,Delivered
D000968,O000968,,12,Delivered
D000969,O000969,Amit,9,Delivered
D000970,O000970,Ravi,14,delivered
D000971,O000971,,6,delivered
D000972,O000972,,18,delivered
D000973,O000973,Ravi,2,Delivered
D000974,O000974,,3,delivered
D000975,O000975,John,-5,Delivered
D000976,O000976,,10,delivered
D000977,O000977,Ravi,8,Cancelled
D000978,O000978,Kiran,6,Delivered
D000979,O000979,Amit,9,
D000980,O000980,Ravi,2,Cancelled
D000981,O000981,John,-2,Cancelled
D000982,O000982,John,-1,Cancelled
D000983,O000983,Kiran,15,
D000984,O000984,John,8,
D000985,O000985,Ravi,1,
D000986,O000986,John,9,delivered
D000987,O000987,Kiran,13,delivered
D000988,O000988,Kiran,15,Cancelled
D000989,O000989,,8,
D000990,O000990,,1,Cancelled
D000991,O000991,John,0,Cancelled
D000992,O000992,John,-4,
D000993,O000993,John,18,delivered
D000994,O000994,John,19,Cancelled
D000995,O000995,,3,Cancelled
D000996,O000996,Ravi,19,Delivered
D000997,O000997,Ravi,12,
D000998,O000998,Ravi,9,Cancelled
D000999,O000999,,9,
D001000,O001000,Ravi,4,Delivered
D001001,O001001,Ravi,-3,
D001002,O001002,,-2,Delivered
D001003,O001003,Amit,-4,Delivered
D001004,O001004,John,16,delivered
D001005,O001005,John,1,Cancelled
D001006,O001006,Amit,19,Cancelled
D001007,O001007,Kiran,-5,
D001008,O001008,Ravi,6,
D001009,O001009,Amit,17,Delivered
D001010,O001010,Ravi,-1,Delivered
D001011,O001011,Amit,10,
D001012,O001012,John,-3,
D001013,O001013,Ravi,5,
D001014,O001014,,9,Delivered
D001015,O001015,John,-1,
D001016,O001016,John,0,Delivered
D001017,O001017,John,-2,Cancelled
D001018,O001018,Ravi,6,Cancelled
D001019,O001019,Kiran,4,Delivered
D001020,O001020,Amit,3,Delivered
D001021,O001021,Amit,-5,Delivered
D001022,O001022,,4,Delivered
D001023,O001023,Kiran,0,delivered
D001024,O001024,John,8,Cancelled
D001025,O001025,Amit,5,Cancelled
D001026,O001026,Ravi,8,delivered
D001027,O001027,John,5,
D001028,O001028,John,-4,Delivered
D001029,O001029,Kiran,17,Delivered
D001030,O001030,Kiran,19,
D001031,O001031,Amit,16,Cancelled
D001032,O001032,Amit,9,delivered
D001033,O001033,John,4,Delivered
D001034,O001034,,19,Cancelled
D001035,O001035,John,5,Cancelled
D001036,O001036,Ravi,2,Cancelled
D001037,O001037,,15,delivered
D001038,O001038,Amit,2,delivered
D001039,O001039,,-1,delivered
D001040,O001040,,18,delivered
D001041,O001041,Amit,8,delivered
D001042,O001042,Ravi,10,delivered
D001043,O001043,Ravi,17,
D001044,O001044,Kiran,15,Cancelled
D001045,O001045,Kiran,18,Cancelled
D001046,O001046,Ravi,7,
D001047,O001047,Ravi,16,Delivered
D001048,O001048,Kiran,1,
D001049,O001049,Kiran,-1,Delivered
D001050,O001050,Ravi,9,Delivered
D001051,O001051,Amit,18,
D001052,O001052,Ravi,5,
D001053,O001053,Amit,18,delivered
D001054,O001054,Amit,11,
D001055,O001055,Amit,2,delivered
D001056,O001056,Kiran,4,
D001057,O001057,John,18,
D001058,O001058,Ravi,17,Delivered
D001059,O001059,,0,
D001060,O001060,,4,Delivered
D001061,O001061,Ravi,13,delivered
D001062,O001062,Amit,1,
D001063,O001063,Kiran,14,delivered
D001064,O001064,Kiran,18,
D001065,O001065,Amit,-1,
D001066,O001066,Ravi,7,Cancelled
D001067,O001067,,-3,
D001068,O001068,Kiran,16,Delivered
D001069,O001069,Amit,10,delivered
D001070,O001070,Kiran,0,Cancelled
D001071,O001071,Amit,16,Cancelled
D001072,O001072,Kiran,2,delivered
D001073,O001073,,10,delivered
D001074,O001074,Kiran,11,Cancelled
D001075,O001075,Ravi,4,
D001076,O001076,John,11,Cancelled
D001077,O001077,Amit,4,
D001078,O001078,John,1,delivered
D001079,O001079,,5,
D001080,O001080,,-3,
D001081,O001081,John,2,
D001082,O001082,,-3,Delivered
D001083,O001083,,7,
D001084,O001084,Amit,0,Delivered
D001085,O001085,Amit,11,
D001086,O001086,Amit,-4,
D001087,O001087,Ravi,1,Delivered
D001088,O001088,Ravi,0,
D001089,O001089,Ravi,-5,
D001090,O001090,Ravi,4,Delivered
D001091,O001091,John,17,Delivered
D001092,O001092,Amit,14,Delivered
D001093,O001093,,-5,Delivered
D001094,O001094,Kiran,19,
D001095,O001095,Ravi,8,
D001096,O001096,,-3,delivered
D001097,O001097,Amit,3,
D001098,O001098,John,1,Cancelled
D001099,O001099,,2,Cancelled
D001100,O001100,Kiran,1,Cancelled
D001101,O001101,,4,
D001102,O001102,Amit,19,Cancelled
D001103,O001103,,9,
D001104,O001104,John,13,Delivered
D001105,O001105,Amit,18,
D001106,O001106,Ravi,-4,delivered
D001107,O001107,Amit,14,
D001108,O001108,,4,Cancelled
D001109,O001109,Kiran,-2,Delivered
D001110,O001110,Amit,9,Delivered
D001111,O001111,Amit,0,Delivered
D001112,O001112,Amit,-3,delivered
D001113,O001113,Amit,6,delivered
D001114,O001114,,-5,delivered
D001115,O001115,Ravi,18,Cancelled
D001116,O001116,Kiran,3,Cancelled
D001117,O001117,Amit,17,delivered
D001118,O001118,Kiran,3,
D001119,O001119,,0,delivered
D001120,O001120,Ravi,-3,delivered
D001121,O001121,Amit,3,delivered
D001122,O001122,Ravi,8,Delivered
D001123,O001123,Amit,11,Cancelled
D001124,O001124,Amit,11,Delivered
D001125,O001125,John,12,
D001126,O001126,Kiran,5,
D001127,O001127,Ravi,14,Cancelled
D001128,O001128,Kiran,13,
D001129,O001129,Kiran,11,Delivered
D001130,O001130,Kiran,17,Delivered
D001131,O001131,Ravi,8,Delivered
D001132,O001132,Amit,10,
D001133,O001133,Amit,14,delivered
D001134,O001134,Amit,10,Delivered
D001135,O001135,Amit,5,Delivered
D001136,O001136,Amit,-5,delivered
D001137,O001137,Amit,10,delivered
D001138,O001138,,16,Cancelled
D001139,O001139,,0,
D001140,O001140,Amit,9,Delivered
D001141,O001141,Ravi,-5,Cancelled
D001142,O001142,Kiran,1,
D001143,O001143,Kiran,2,Cancelled
D001144,O001144,Ravi,15,
D001145,O001145,,4,Delivered
D001146,O001146,Kiran,1,Cancelled
D001147,O001147,,2,
D001148,O001148,John,7,
D001149,O001149,Kiran,8,
D001150,O001150,John,17,delivered
D001151,O001151,John,-3,
D001152,O001152,John,6,delivered
D001153,O001153,John,-4,Delivered
D001154,O001154,Amit,19,Cancelled
D001155,O001155,Amit,-1,Delivered
D001156,O001156,Ravi,6,delivered
D001157,O001157,Kiran,19,Delivered
D001158,O001158,Ravi,-2,delivered
D001159,O001159,John,-5,delivered
D001160,O001160,Ravi,2,
D001161,O001161,Amit,15,delivered
D001162,O001162,,14,
D001163,O001163,,19,Cancelled
D001164,O001164,,19,
D001165,O001165,,-4,
D001166,O001166,,11,
D001167,O001167,Kiran,18,
D001168,O001168,John,3,Cancelled
D001169,O001169,Amit,14,Cancelled
D001170,O001170,,5,Cancelled
D001171,O001171,Kiran,11,delivered
D001172,O001172,Amit,17,delivered
D001173,O001173,,15,
D001174,O001174,John,-1,
D001175,O001175,Ravi,15,delivered
D001176,O001176,John,3,
D001177,O001177,John,1,Cancelled
D001178,O001178,,12,Delivered
D001179,O001179,Ravi,9,
D001180,O001180,Ravi,19,Delivered
D001181,O001181,Amit,10,Cancelled
D001182,O001182,Kiran,10,
D001183,O001183,Amit,14,Cancelled
D001184,O001184,,7,Cancelled
D001185,O001185,Ravi,-1,Cancelled
D001186,O001186,John,-4,delivered
D001187,O001187,John,13,
D001188,O001188,Kiran,-1,Cancelled
D001189,O001189,,-5,delivered
D001190,O001190,,-5,
D001191,O001191,Amit,10,Cancelled
D001192,O001192,Ravi,11,
D001193,O001193,Ravi,1,delivered
D001194,O001194,Kiran,4,delivered
D001195,O001195,John,-2,
D001196,O001196,Amit,-2,
D001197,O001197,Kiran,7,delivered
D001198,O001198,Ravi,7,Cancelled
D001199,O001199,Amit,-3,delivered
D001200,O001200,,5,Cancelled
D001201,O001201,John,12,delivered
D001202,O001202,Ravi,14,delivered
D001203,O001203,Ravi,5,Cancelled
D001204,O001204,Kiran,12,Delivered
D001205,O001205,John,8,Cancelled
D001206,O001206,Ravi,5,Delivered
D001207,O001207,Ravi,7,Cancelled
D001208,O001208,Ravi,5,delivered
D001209,O001209,Kiran,1,Cancelled
D001210,O001210,Ravi,4,Delivered
D001211,O001211,Kiran,0,delivered
D001212,O001212,,0,Cancelled
D001213,O001213,,12,Cancelled
D001214,O001214,,5,delivered
D001215,O001215,,15,Delivered
D001216,O001216,Amit,9,Cancelled
D001217,O001217,Amit,18,Delivered
D001218,O001218,,12,Cancelled
D001219,O001219,,2,Cancelled
D001220,O001220,John,3,
D001221,O001221,Ravi,-3,
D001222,O001222,John,9,Cancelled
D001223,O001223,John,14,
D001224,O001224,John,8,Delivered
D001225,O001225,John,18,
D001226,O001226,John,-4,delivered
D001227,O001227,John,12,
D001228,O001228,,-5,Cancelled
D001229,O001229,John,-4,delivered
D001230,O001230,Amit,7,Cancelled
D001231,O001231,Ravi,7,
D001232,O001232,Amit,8,Cancelled
D001233,O001233,Kiran,6,
D001234,O001234,Amit,19,Delivered
D001235,O001235,Kiran,15,delivered
D001236,O001236,,14,delivered
D001237,O001237,Kiran,-4,Delivered
D001238,O001238,John,-4,delivered
D001239,O001239,John,8,Cancelled
D001240,O001240,John,16,Cancelled
D001241,O001241,Kiran,1,
D001242,O001242,Kiran,-2,delivered
D001243,O001243,Kiran,5,delivered
D001244,O001244,Ravi,1,delivered
D001245,O001245,Ravi,-5,Delivered
D001246,O001246,Ravi,7,
D001247,O001247,John,2,delivered
D001248,O001248,,10,delivered
D001249,O001249,Amit,13,Cancelled
D001250,O001250,Ravi,10,Delivered
D001251,O001251,Amit,7,delivered
D001252,O001252,Ravi,1,delivered
D001253,O001253,Kiran,17,Delivered
D001254,O001254,Kiran,13,Cancelled
D001255,O001255,John,-1,Delivered
D001256,O001256,John,-4,
D001257,O001257,Amit,3,Cancelled
D001258,O001258,John,10,delivered
D001259,O001259,,15,delivered
D001260,O001260,,-2,
D001261,O001261,,4,Delivered
D001262,O001262,John,-3,delivered
D001263,O001263,Ravi,-5,Delivered
D001264,O001264,Amit,1,Delivered
D001265,O001265,Amit,-3,Delivered
D001266,O001266,Amit,5,delivered
D001267,O001267,Ravi,7,Cancelled
D001268,O001268,John,11,delivered
D001269,O001269,Ravi,4,Cancelled
D001270,O001270,Kiran,2,Cancelled
D001271,O001271,Ravi,2,Cancelled
D001272,O001272,John,13,delivered
D001273,O001273,Ravi,13,
D001274,O001274,John,12,
D001275,O001275,Ravi,18,Cancelled
D001276,O001276,Ravi,3,delivered
D001277,O001277,Amit,14,
D001278,O001278,Amit,14,
D001279,O001279,Amit,6,delivered
D001280,O001280,John,7,Delivered
D001281,O001281,,-1,
D001282,O001282,,13,
D001283,O001283,,-1,delivered
D001284,O001284,,-2,delivered
D001285,O001285,John,18,delivered
D001286,O001286,Amit,15,
D001287,O001287,Amit,17,delivered
D001288,O001288,Amit,14,Cancelled
D001289,O001289,John,-4,Cancelled
D001290,O001290,Ravi,9,delivered
D001291,O001291,Kiran,2,
D001292,O001292,John,8,
D001293,O001293,Ravi,-2,
D001294,O001294,Amit,6,delivered
D001295,O001295,Amit,19,Delivered
D001296,O001296,,0,Cancelled
D001297,O001297,,2,delivered
D001298,O001298,Ravi,3,Delivered
D001299,O001299,Kiran,3,Delivered
D001300,O001300,Ravi,10,delivered
D001301,O001301,Ravi,3,Delivered
D001302,O001302,Kiran,17,Delivered
D001303,O001303,Ravi,13,Delivered
D001304,O001304,Ravi,2,Cancelled
D001305,O001305,John,1,Delivered
D001306,O001306,Kiran,19,Delivered
D001307,O001307,Amit,7,delivered
D001308,O001308,,-1,delivered
D001309,O001309,Amit,14,Cancelled
D001310,O001310,Amit,12,delivered
D001311,O001311,,1,Cancelled
D001312,O001312,,0,Delivered
D001313,O001313,Ravi,16,Delivered
D001314,O001314,Kiran,4,Delivered
D001315,O001315,,9,delivered
D001316,O001316,Kiran,18,Cancelled
D001317,O001317,Ravi,11,delivered
D001318,O001318,Amit,7,delivered
D001319,O001319,,-5,Cancelled
D001320,O001320,,14,Cancelled
D001321,O001321,Ravi,18,
D001322,O001322,Kiran,15,
D001323,O001323,Kiran,3,
D001324,O001324,John,13,Cancelled
D001325,O001325,Amit,0,Delivered
D001326,O001326,John,16,delivered
D001327,O001327,Kiran,-2,delivered
D001328,O001328,John,12,
D001329,O001329,Kiran,0,Delivered
D001330,O001330,,4,Cancelled
D001331,O001331,Ravi,-3,delivered
D001332,O001332,John,8,Delivered
D001333,O001333,,18,delivered
D001334,O001334,,-4,delivered
D001335,O001335,Ravi,13,delivered
D001336,O001336,Ravi,3,Cancelled
D001337,O001337,,-4,Cancelled
D001338,O001338,,9,delivered
D001339,O001339,John,7,Cancelled
D001340,O001340,John,6,Delivered
D001341,O001341,Amit,11,Delivered
D001342,O001342,Amit,10,delivered
D001343,O001343,,-3,
D001344,O001344,Amit,0,Delivered
D001345,O001345,,18,Cancelled
D001346,O001346,Ravi,4,Cancelled
D001347,O001347,Ravi,-1,Delivered
D001348,O001348,John,8,
D001349,O001349,Kiran,12,delivered
D001350,O001350,,2,Delivered
D001351,O001351,John,10,Cancelled
D001352,O001352,Amit,-4,
D001353,O001353,,14,delivered
D001354,O001354,John,3,Cancelled
D001355,O001355,Amit,17,delivered
D001356,O001356,,13,delivered
D001357,O001357,John,-5,
D001358,O001358,Kiran,16,delivered
D001359,O001359,John,3,Cancelled
D001360,O001360,,14,delivered
D001361,O001361,Amit,1,delivered
D001362,O001362,,-3,Delivered
D001363,O001363,,-5,Delivered
D001364,O001364,John,7,Cancelled
D001365,O001365,,8,delivered
D001366,O001366,Ravi,15,Delivered
D001367,O001367,Kiran,-5,Cancelled
D001368,O001368,Amit,12,delivered
D001369,O001369,Kiran,1,Cancelled
D001370,O001370,John,9,delivered
D001371,O001371,John,-5,
D001372,O001372,Ravi,16,Delivered
D001373,O001373,John,1,
D001374,O001374,John,14,delivered
D001375,O001375,John,14,
D001376,O001376,Kiran,-4,
D001377,O001377,Ravi,8,Delivered
D001378,O001378,,15,
D001379,O001379,Amit,1,delivered
D001380,O001380,Ravi,8,delivered
D001381,O001381,Kiran,14,
D001382,O001382,,18,Delivered
D001383,O001383,,9,Delivered
D001384,O001384,Amit,18,
D001385,O001385,,1,Delivered
D001386,O001386,Ravi,-3,
D001387,O001387,,4,
D001388,O001388,Kiran,6,Cancelled
D001389,O001389,,3,
D001390,O001390,Kiran,2,Delivered
D001391,O001391,,4,delivered
D001392,O001392,Amit,11,
D001393,O001393,Ravi,3,Cancelled
D001394,O001394,Kiran,17,Cancelled
D001395,O001395,,4,Cancelled
D001396,O001396,John,9,Cancelled
D001397,O001397,John,-2,Delivered
D001398,O001398,Ravi,15,delivered
D001399,O001399,Kiran,1,
D001400,O001400,Amit,10,
D001401,O001401,Amit,2,delivered
D001402,O001402,Ravi,8,
D001403,O001403,Amit,14,
D001404,O001404,,1,Cancelled
D001405,O001405,Ravi,8,Cancelled
D001406,O001406,Kiran,0,Delivered
D001407,O001407,Amit,3,delivered
D001408,O001408,,8,Delivered
D001409,O001409,Amit,10,
D001410,O001410,Ravi,-2,Cancelled
D001411,O001411,Ravi,14,Cancelled
D001412,O001412,Amit,-3,Cancelled
D001413,O001413,Ravi,7,delivered
D001414,O001414,John,18,
D001415,O001415,Ravi,18,delivered
D001416,O001416,Kiran,10,Cancelled
D001417,O001417,Amit,-2,delivered
D001418,O001418,John,-3,Cancelled
D001419,O001419,Amit,16,delivered
D001420,O001420,Ravi,19,delivered
D001421,O001421,John,18,Cancelled
D001422,O001422,Amit,1,
D001423,O001423,Ravi,17,
D001424,O001424,Ravi,15,delivered
D001425,O001425,Amit,9,Cancelled
D001426,O001426,Amit,-4,Delivered
D001427,O001427,Amit,3,delivered
D001428,O001428,John,-3,Delivered
D001429,O001429,John,19,Cancelled
D001430,O001430,Kiran,4,
D001431,O001431,John,12,
D001432,O001432,Ravi,9,Cancelled
D001433,O001433,John,10,delivered
D001434,O001434,Amit,7,
D001435,O001435,Amit,6,delivered
D001436,O001436,John,6,
D001437,O001437,Ravi,-5,
D001438,O001438,Kiran,9,delivered
D001439,O001439,Amit,17,Cancelled
D001440,O001440,,-5,delivered
D001441,O001441,Kiran,2,Delivered
D001442,O001442,,10,
D001443,O001443,,10,
D001444,O001444,,-3,delivered
D001445,O001445,Amit,13,Cancelled
D001446,O001446,Amit,8,
D001447,O001447,,3,Delivered
D001448,O001448,,6,Delivered
D001449,O001449,Kiran,10,delivered
D001450,O001450,Amit,-5,
D001451,O001451,,1,Cancelled
D001452,O001452,Ravi,12,Cancelled
D001453,O001453,Amit,5,delivered
D001454,O001454,Amit,-3,
D001455,O001455,Ravi,4,Cancelled
D001456,O001456,,6,delivered
D001457,O001457,John,2,
D001458,O001458,Amit,-3,Cancelled
D001459,O001459,,-4,Delivered
D001460,O001460,Ravi,1,
D001461,O001461,Ravi,6,delivered
D001462,O001462,Amit,7,Cancelled
