payment_id,order_id,payment_method,payment_status
P000923,O000923,Debit Card,Completed
P000924,O000924,UPI,Completed
P000925,O000925,Cash,completed
P000926,O000926,Debit Card,Completed
P000927,O000927,Cash,
P000928,O000928,,
P000929,O000929,Credit Card,
P000930,O000930,,Failed
P000931,O000931,UPI,
P000932,O000932,Debit Card,Completed
P000933,O000933,,Failed
P000934,O000934,Cash,
P000935,O000935,,
P000936,O000936,Debit Card,Failed
P000937,O000937,Cash,completed
P000938,O000938,UPI,Failed
P000939,O000939,,Failed
P000940,O000940,Credit Card,
P000941,O000941,Debit Card,completed
P000942,O000942,Credit Card,Failed
P000943,O000943,Cash,
P000944,O000944,Credit Card,completed
P000945,O000945,Debit Card,Completed
P000946,O000946,Debit Card,Completed
P000947,O000947,Credit Card,
P000948,O000948,Credit Card,Completed
P000949,O000949,Cash,Failed
P000950,O000950,Credit Card,Completed
P000951,O000951,Debit Card,
P000952,O000952,Credit Card,
P000953,O000953,UPI,Completed
P000954,O000954,Debit Card,Completed
P000955,O000955,Debit Card,
P000956,O000956,Cash,
P000957,O000957,Cash,completed
P000958,O000958,,
P000959,O000959,Cash,Failed
P000960,O000960,UPI,Failed
P000961,O000961,Cash,
P000962,O000962,,completed
P000963,O000963,Debit Card,
P000964,O000964,Cash,
P000965,O000965,,Failed
P000966,O000966,Cash,
P000967,O000967,Cash,Failed
P000968,O000968,Debit Card,Completed
P000969,O000969,,
P000970,O000970,Cash,Completed
P000971,O000971,Debit Card,Failed
P000972,O000972,,completed
P000973,O000973,Credit Card,completed
P000974,O000974,,Completed
P000975,O000975,Cash,
P000976,O000976,Cash,Completed
P000977,O000977,,
P000978,O000978,Debit Card,Failed
P000979,O000979,,completed
P000980,O000980,Cash,
P000981,O000981,Cash,completed
P000982,O000982,UPI,Completed
P000983,O000983,Debit Card,completed
P000984,O000984,UPI,completed
P000985,O000985,Cash,Completed
P000986,O000986,Debit Card,completed
P000987,O000987,Debit Card,Completed
P000988,O000988,Debit Card,completed
P000989,O000989,,
P000990,O000990,,Completed
P000991,O000991,Cash,Failed
P000992,O000992,Debit Card,completed
P000993,O000993,Debit Card,completed
P000994,O000994,Debit Card,Failed
P000995,O000995,,completed
P000996,O000996,Cash,Completed
P000997,O000997,Debit Card,completed
P000998,O000998,Debit Card,Failed
P000999,O000999,Credit Card,
P001000,O001000,UPI,Completed
P001001,O001001,,Completed
P001002,O001002,Credit Card,completed
P001003,O001003,Cash,
P001004,O001004,UPI,Failed
P001005,O001005,Cash,completed
P001006,O001006,,completed
P001007,O001007,Cash,completed
P001008,O001008,Debit Card,Failed
P001009,O001009,Debit Card,Completed
P001010,O001010,Cash,Failed
P001011,O001011,Cash,Failed
P001012,O001012,Cash,Completed
P001013,O001013,Cash,completed
P001014,O001014,Debit Card,completed
P001015,O001015,Credit Card,Failed
P001016,O001016,Credit Card,Failed
P001017,O001017,Cash,Completed
P001018,O001018,Cash,Failed
P001019,O001019,UPI,completed
P001020,O001020,Cash,Completed
P001021,O001021,Credit Card,completed
P001022,O001022,,completed
P001023,O001023,,Completed
P001024,O001024,Cash,
P001025,O001025,Cash,Completed
P001026,O001026,,completed
P001027,O001027,UPI,Completed
P001028,O001028,Credit Card,Completed
P001029,O001029,Cash,Failed
P001030,O001030,Cash,
P001031,O001031,UPI,
P001032,O001032,Credit Card,Failed
P001033,O001033,Cash,completed
P001034,O001034,Credit Card,completed
P001035,O001035,Credit Card,Completed
P001036,O001036,,
P001037,O001037,Cash,Completed
P001038,O001038,,Failed
P001039,O001039,Credit Card,Completed
P001040,O001040,Cash,completed
P001041,O001041,Debit Card,
P001042,O001042,Debit Card,Failed
P001043,O001043,UPI,completed
P001044,O001044,,completed
P001045,O001045,Credit Card,completed
P001046,O001046,Debit Card,completed
P001047,O001047,Cash,completed
P001048,O001048,Credit Card,Failed
P001049,O001049,UPI,completed
P001050,O001050,Credit Card,completed
P001051,O001051,UPI,completed
P001052,O001052,Credit Card,
P001053,O001053,Cash,completed
P001054,O001054,,Completed
P001055,O001055,Debit Card,Failed
P001056,O001056,Credit Card,Failed
P001057,O001057,Credit Card,Completed
P001058,O001058,Cash,completed
P001059,O001059,Cash,Failed
P001060,O001060,Debit Card,completed
P001061,O001061,Credit Card,
P001062,O001062,Cash,Completed
P001063,O001063,,Failed
P001064,O001064,UPI,Failed
P001065,O001065,UPI,completed
P001066,O001066,Cash,Completed
P001067,O001067,Debit Card,
P001068,O001068,Cash,
P001069,O001069,Cash,Failed
P001070,O001070,UPI,completed
P001071,O001071,Cash,completed
P001072,O001072,Debit Card,completed
P001073,O001073,UPI,
P001074,O001074,UPI,completed
P001075,O001075,UPI,Completed
P001076,O001076,,Failed
P001077,O001077,Credit Card,completed
P001078,O001078,Cash,
P001079,O001079,,Completed
P001080,O001080,Cash,Failed
P001081,O001081,Debit Card,Failed
P001082,O001082,Credit Card,completed
P001083,O001083,Cash,
P001084,O001084,Cash,
P001085,O001085,Credit Card,Failed
P001086,O001086,Debit Card,completed
P001087,O001087,Debit Card,
P001088,O001088,Cash,
P001089,O001089,Credit Card,Completed
P001090,O001090,UPI,Failed
P001091,O001091,UPI,completed
P001092,O001092,,Completed
P001093,O001093,Credit Card,completed
P001094,O001094,Debit Card,
P001095,O001095,,Failed
P001096,O001096,Debit Card,Completed
P001097,O001097,,Failed
P001098,O001098,Debit Card,
P001099,O001099,Cash,Failed
P001100,O001100,Debit Card,completed
P001101,O001101,Credit Card,
P001102,O001102,,completed
P001103,O001103,UPI,Completed
P001104,O001104,Cash,completed
P001105,O001105,Debit Card,Completed
P001106,O001106,UPI,
P001107,O001107,,
P001108,O001108,Cash,Failed
P001109,O001109,Cash,Failed
P001110,O001110,Cash,Failed
P001111,O001111,UPI,
P001112,O001112,,Failed
P001113,O001113,Debit Card,Completed
P001114,O001114,,
P001115,O001115,Cash,Completed
P001116,O001116,,
P001117,O001117,Debit Card,Failed
P001118,O001118,,completed
P001119,O001119,Cash,Failed
P001120,O001120,Cash,Completed
P001121,O001121,Debit Card,completed
P001122,O001122,Credit Card,Failed
P001123,O001123,,
P001124,O001124,Cash,
P001125,O001125,,Failed
P001126,O001126,Debit Card,Completed
P001127,O001127,UPI,Completed
P001128,O001128,UPI,
P001129,O001129,Cash,Completed
P001130,O001130,Debit Card,Completed
P001131,O001131,Debit Card,completed
P001132,O001132,,completed
P001133,O001133,Cash,Completed
P001134,O001134,UPI,
P001135,O001135,Debit Card,completed
P001136,O001136,Debit Card,Failed
P001137,O001137,UPI,completed
P001138,O001138,,Failed
P001139,O001139,,Completed
P001140,O001140,,Failed
P001141,O001141,,Completed
P001142,O001142,Cash,
P001143,O001143,,Completed
P001144,O001144,,Completed
P001145,O001145,Cash,completed
P001146,O001146,Debit Card,Failed
P001147,O001147,Credit Card,
P001148,O001148,,completed
P001149,O001149,Credit Card,Completed
P001150,O001150,UPI,completed
P001151,O001151,Credit Card,Completed
P001152,O001152,UPI,Failed
P001153,O001153,Credit Card,Completed
P001154,O001154,,Completed
P001155,O001155,Credit Card,completed
P001156,O001156,Debit Card,Completed
P001157,O001157,Credit Card,Failed
P001158,O001158,UPI,
P001159,O001159,Debit Card,Failed
P001160,O001160,Credit Card,Completed
P001161,O001161,UPI,Failed
P001162,O001162,UPI,Completed
P001163,O001163,,Completed
P001164,O001164,UPI,Failed
P001165,O001165,Debit Card,completed
P001166,O001166,Cash,
P001167,O001167,UPI,
P001168,O001168,Debit Card,Completed
P001169,O001169,Cash,completed
P001170,O001170,Credit Card,completed
P001171,O001171,UPI,
P001172,O001172,,Completed
P001173,O001173,Credit Card,Failed
P001174,O001174,,Completed
P001175,O001175,Debit Card,
P001176,O001176,Debit Card,Failed
P001177,O001177,Cash,Completed
P001178,O001178,,completed
P001179,O001179,Debit Card,Completed
P001180,O001180,,Failed
P001181,O001181,Debit Card,Failed
P001182,O001182,,Completed
P001183,O001183,Cash,
P001184,O001184,Credit Card,Failed
P001185,O001185,UPI,
P001186,O001186,Debit Card,Completed
P001187,O001187,,
P001188,O001188,Debit Card,completed
P001189,O001189,Debit Card,Completed
P001190,O001190,UPI,Completed
P001191,O001191,Cash,Failed
P001192,O001192,UPI,Completed
P001193,O001193,Credit Card,completed
P001194,O001194,Credit Card,completed
P001195,O001195,Credit Card,Completed
P001196,O001196,Credit Card,
P001197,O001197,Credit Card,Failed
P001198,O001198,,
P001199,O001199,Debit Card,completed
P001200,O001200,,Completed
P001201,O001201,,Completed
P001202,O001202,UPI,
P001203,O001203,UPI,completed
P001204,O001204,,Failed
P001205,O001205,Credit Card,Completed
P001206,O001206,Cash,
P001207,O001207,Debit Card,completed
P001208,O001208,Credit Card,Completed
P001209,O001209,UPI,
P001210,O001210,,
P001211,O001211,UPI,completed
P001212,O001212,Debit Card,
P001213,O001213,,Completed
P001214,O001214,Cash,
P001215,O001215,,
P001216,O001216,UPI,Failed
P001217,O001217,Credit Card,Failed
P001218,O001218,UPI,completed
P001219,O001219,Debit Card,Completed
P001220,O001220,Cash,
P001221,O001221,Debit Card,Failed
P001222,O001222,Debit Card,
P001223,O001223,Credit Card,
P001224,O001224,UPI,
P001225,O001225,Credit Card,completed
P001226,O001226,Credit Card,Failed
P001227,O001227,,
P001228,O001228,UPI,Failed
P001229,O001229,,
P001230,O001230,UPI,
P001231,O001231,Credit Card,Completed
P001232,O001232,Cash,Completed
P001233,O001233,,Failed
P001234,O001234,UPI,
P001235,O001235,,Failed
P001236,O001236,UPI,
P001237,O001237,,Failed
P001238,O001238,Cash,Failed
P001239,O001239,UPI,completed
P001240,O001240,Cash,completed
P001241,O001241,Cash,Failed
P001242,O001242,Cash,Completed
P001243,O001243,,Completed
P001244,O001244,Debit Card,
P001245,O001245,Credit Card,completed
P001246,O001246,Debit Card,Failed
P001247,O001247,Debit Card,Completed
P001248,O001248,,
P001249,O001249,Debit Card,
P001250,O001250,Debit Card,Failed
P001251,O001251,,
P001252,O001252,Credit Card,completed
P001253,O001253,Credit Card,completed
P001254,O001254,Debit Card,Completed
P001255,O001255,Credit Card,Failed
P001256,O001256,,completed
P001257,O001257,Cash,Completed
P001258,O001258,UPI,
P001259,O001259,,Failed
P001260,O001260,Credit Card,Failed
P001261,O001261,Debit Card,
P001262,O001262,Credit Card,completed
P001263,O001263,Debit Card,
P001264,O001264,UPI,
P001265,O001265,Cash,Completed
P001266,O001266,Cash,Failed
P001267,O001267,,
P001268,O001268,UPI,Completed
P001269,O001269,,
P001270,O001270,UPI,Failed
P001271,O001271,UPI,
P001272,O001272,Cash,Failed
P001273,O001273,UPI,Failed
P001274,O001274,UPI,Completed
P001275,O001275,Credit Card,
P001276,O001276,UPI,
P001277,O001277,Cash,
P001278,O001278,Cash,completed
P001279,O001279,Cash,Failed
P001280,O001280,Debit Card,completed
P001281,O001281,,Failed
P001282,O001282,UPI,completed
P001283,O001283,Debit Card,
P001284,O001284,Cash,Completed
P001285,O001285,Cash,Failed
P001286,O001286,Cash,Failed
P001287,O001287,UPI,completed
P001288,O001288,Debit Card,completed
P001289,O001289,Debit Card,completed
P001290,O001290,Credit Card,Completed
P001291,O001291,,Failed
P001292,O001292,Cash,Completed
P001293,O001293,Credit Card,Completed
P001294,O001294,UPI,completed
P001295,O001295,Credit Card,
P001296,O001296,Cash,completed
P001297,O001297,Credit Card,Failed
P001298,O001298,Cash,
P001299,O001299,Credit Card,Failed
P001300,O001300,Cash,Failed
P001301,O001301,Debit Card,
P001302,O001302,Credit Card,completed
P001303,O001303,Debit Card,completed
P001304,O001304,,
P001305,O001305,,Completed
P001306,O001306,,Failed
P001307,O001307,Credit Card,Completed
P001308,O001308,,Failed
P001309,O001309,Debit Card,Failed
P001310,O001310,Debit Card,Failed
P001311,O001311,,Completed
P001312,O001312,,
P001313,O001313,UPI,
P001314,O001314,UPI,Completed
P001315,O001315,Credit Card,Completed
P001316,O001316,UPI,
P001317,O001317,Debit Card,completed
P001318,O001318,Debit Card,
P001319,O001319,Credit Card,completed
P001320,O001320,Credit Card,
P001321,O001321,Cash,Completed
P001322,O001322,UPI,completed
P001323,O001323,Cash,completed
P001324,O001324,,Completed
P001325,O001325,Debit Card,Failed
P001326,O001326,Credit Card,completed
P001327,O001327,,Completed
P001328,O001328,Cash,Failed
P001329,O001329,,completed
P001330,O001330,,Completed
P001331,O001331,Credit Card,
P001332,O001332,UPI,
P001333,O001333,Credit Card,
P001334,O001334,Credit Card,
P001335,O001335,UPI,Failed
P001336,O001336,UPI,completed
P001337,O001337,Credit Card,
P001338,O001338,UPI,
P001339,O001339,Debit Card,Completed
P001340,O001340,,Completed
P001341,O001341,,completed
P001342,O001342,Cash,
P001343,O001343,Credit Card,Completed
P001344,O001344,,Failed
P001345,O001345,,Completed
P001346,O001346,,completed
P001347,O001347,UPI,
P001348,O001348,UPI,Failed
P001349,O001349,,Completed
P001350,O001350,Debit Card,Completed
P001351,O001351,UPI,
P001352,O001352,,Failed
P001353,O001353,Cash,Failed
P001354,O001354,,completed
P001355,O001355,Credit Card,Completed
P001356,O001356,,Failed
P001357,O001357,Credit Card,
P001358,O001358,Cash,Completed
P001359,O001359,Cash,
P001360,O001360,Debit Card,Completed
P001361,O001361,,Completed
P001362,O001362,UPI,completed
P001363,O001363,Debit Card,
P001364,O001364,Debit Card,
P001365,O001365,Credit Card,
P001366,O001366,Debit Card,Completed
P001367,O001367,Debit Card,completed
P001368,O001368,Debit Card,
P001369,O001369,Credit Card,
P001370,O001370,Cash,
P001371,O001371,Debit Card,Completed
P001372,O001372,Cash,completed
P001373,O001373,Cash,completed
P001374,O001374,Credit Card,Completed
P001375,O001375,Cash,
P001376,O001376,Credit Card,completed
P001377,O001377,Debit Card,completed
P001378,O001378,UPI,completed
P001379,O001379,Credit Card,Completed
P001380,O001380,UPI,
P001381,O001381,Debit Card,Failed
P001382,O001382,UPI,Failed
P001383,O001383,,Completed
P001384,O001384,,
P001385,O001385,Debit Card,
P001386,O001386,Cash,completed
P001387,O001387,Cash,
P001388,O001388,Credit Card,Completed
P001389,O001389,,
P001390,O001390,Credit Card,Failed
P001391,O001391,Debit Card,Failed
P001392,O001392,UPI,completed
P001393,O001393,,
P001394,O001394,Cash,Completed
P001395,O001395,Credit Card,Failed
P001396,O001396,UPI,Completed
P001397,O001397,Cash,Failed
P001398,O001398,Cash,Failed
P001399,O001399,Debit Card,Failed
P001400,O001400,Cash,Completed
P001401,O001401,Cash,Completed
P001402,O001402,Cash,
P001403,O001403,UPI,completed
P001404,O001404,UPI,
P001405,O001405,Cash,Completed
P001406,O001406,Debit Card,
P001407,O001407,Cash,Completed
P001408,O001408,,Failed
P001409,O001409,,completed
P001410,O001410,Credit Card,completed
P001411,O001411,,Completed
P001412,O001412,Credit Card,
P001413,O001413,Credit Card,Completed
P001414,O001414,Credit Card,Completed
P001415,O001415,Credit Card,Completed
P001416,O001416,Cash,Completed
P001417,O001417,UPI,completed
P001418,O001418,,completed
P001419,O001419,,
P001420,O001420,,completed
P001421,O001421,Credit Card,Failed
P001422,O001422,Debit Card,Failed
P001423,O001423,UPI,Completed
P001424,O001424,Debit Card,Failed
P001425,O001425,Debit Card,completed
P001426,O001426,,Completed
P001427,O001427,Debit Card,Failed
P001428,O001428,Cash,
P001429,O001429,Debit Card,completed
P001430,O001430,Debit Card,Completed
P001431,O001431,,Completed
P001432,O001432,Debit Card,completed
P001433,O001433,Credit Card,completed
P001434,O001434,UPI,
P001435,O001435,Cash,Failed
P001436,O001436,UPI,completed
P001437,O001437,Credit Card,completed
P001438,O001438,Debit Card,
P001439,O001439,,completed
P001440,O001440,UPI,Completed
P001441,O001441,Debit Card,
P001442,O001442,UPI,completed
P001443,O001443,Debit Card,completed
P001444,O001444,,Completed
P001445,O001445,Credit Card,Completed
P001446,O001446,UPI,
P001447,O001447,Cash,Completed
P001448,O001448,Credit Card,Completed
P001449,O001449,,Completed
P001450,O001450,Cash,completed
P001451,O001451,Debit Card,completed
P001452,O001452,UPI,Failed
P001453,O001453,Cash,completed
P001454,O001454,Credit Card,
P001455,O001455,Cash,Completed
P001456,O001456,,completed
P001457,O001457,Cash,completed
P001458,O001458,UPI,Failed
P001459,O001459,UPI,
P001460,O001460,Debit Card,
P001461,O001461,Cash,Completed
P001462,O001462,Cash,
P001463,O001463,,completed
P001464,O001464,UPI,
P001465,O001465,Credit Card,Failed
P001466,O001466,Debit Card,
P001467,O001467,Cash,completed
P001468,O001468,Debit Card,completed
P001469,O001469,Cash,
P001470,O001470,Cash,completed
P001471,O001471,,Failed
P001472,O001472,Cash,
P001473,O001473,Debit Card,
P001474,O001474,Debit Card,
P001475,O001475,,completed
P001476,O001476,,completed
P001477,O001477,Debit Card,
P001478,O001478,Debit Card,Failed
P001479,O001479,Cash,Completed
P001480,O001480,UPI,Completed
P001481,O001481,Debit Card,completed
P001482,O001482,Credit Card,Failed
P001483,O001483,UPI,completed
P001484,O001484,Credit Card,
P001485,O001485,UPI,completed
P001486,O001486,Debit Card,Failed
P001487,O001487,,Completed
P001488,O001488,,Failed
P001489,O001489,Debit Card,Failed
P001490,O001490,UPI,completed
P001491,O001491,Debit Card,Failed
P001492,O001492,UPI,Failed
P001493,O001493,Debit Card,completed
P001494,O001494,Credit Card,Failed
P001495,O001495,Debit Card,Failed
P001496,O001496,UPI,Failed
P001497,O001497,Cash,Completed
P001498,O001498,,Failed
P001499,O001499,Cash,Failed
P001500,O001500,Debit Card,
P001501,O001501,UPI,Failed
P001502,O001502,,
P001503,O001503,Debit Card,completed
P001504,O001504,Cash,completed
P001505,O001505,,
P001506,O001506,Debit Card,completed
P001507,O001507,,completed
P001508,O001508,Credit Card,Completed
P001509,O001509,,
P001510,O001510,Credit Card,completed
P001511,O001511,,
P001512,O001512,,completed
P001513,O001513,,
P001514,O001514,Credit Card,Failed
P001515,O001515,Debit Card,
P001516,O001516,Cash,
P001517,O001517,,
P001518,O001518,Cash,Failed
P001519,O001519,Cash,
P001520,O001520,,completed
P001521,O001521,Credit Card,completed
P001522,O001522,UPI,Failed
P001523,O001523,UPI,
P001524,O001524,UPI,completed
P001525,O001525,,
P001526,O001526,Cash,Completed
